timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750308449.5547478,2025-06-18 23:47:29.554,0.0,0.0,0.0,31.73,,,,,
1750308449.5685802,2025-06-18 23:47:29.568,0.0,0.0,0.0,33.31,,,,,
1750308449.5824351,2025-06-18 23:47:29.582,0.0,0.0,0.0,31.69,,,,,
1750308449.596305,2025-06-18 23:47:29.596,0.0,0.0,0.0,31.17,,,,,
1750308449.60779,2025-06-18 23:47:29.607,0.0,0.0,0.0,31.71,,,,,
1750308449.621643,2025-06-18 23:47:29.621,0.0,0.0,0.0,31.62,,,,,
1750308449.6343858,2025-06-18 23:47:29.634,0.0,0.0,0.0,32.480000000000004,,,,,
1750308449.648321,2025-06-18 23:47:29.648,0.0,0.0,0.0,34.24,34.0,28.0,655.35,444.0,81.4
1750308449.662177,2025-06-18 23:47:29.662,0.0,0.0,0.0,31.23,,,,,
1750308449.6754198,2025-06-18 23:47:29.675,0.0,0.0,0.0,32.67,,,,,
1750308449.689228,2025-06-18 23:47:29.689,0.0,0.0,0.0,32.17,,,,,
1750308449.703098,2025-06-18 23:47:29.703,0.0,0.0,0.0,30.39,,,,,
1750308449.716994,2025-06-18 23:47:29.716,0.0,0.0,0.0,31.09,,,,,
1750308449.7294452,2025-06-18 23:47:29.729,0.0,0.0,0.0,32.18,,,,,
1750308449.7411442,2025-06-18 23:47:29.741,0.0,0.0,0.0,32.92,,,,,
1750308449.755015,2025-06-18 23:47:29.755,0.0,0.0,0.0,32.08,34.0,26.0,655.35,440.0,79.98
1750308449.7689202,2025-06-18 23:47:29.768,0.0,0.0,0.0,32.8,,,,,
1750308449.782801,2025-06-18 23:47:29.782,0.0,0.0,0.0,34.4,,,,,
1750308449.7966,2025-06-18 23:47:29.796,0.0,0.0,0.0,31.52,,,,,
1750308449.810462,2025-06-18 23:47:29.810,0.0,0.0,0.0,30.75,,,,,
1750308449.82432,2025-06-18 23:47:29.824,0.0,0.0,0.0,30.650000000000002,,,,,
1750308449.8381891,2025-06-18 23:47:29.838,0.0,0.0,0.0,32.85,,,,,
1750308449.8520389,2025-06-18 23:47:29.852,0.0,0.0,0.0,33.74,,,,,
1750308449.865891,2025-06-18 23:47:29.865,0.0,0.0,0.0,33.36,37.0,26.0,655.35,441.0,80.62
1750308449.87974,2025-06-18 23:47:29.879,0.0,0.0,0.0,33.27,,,,,
1750308449.891129,2025-06-18 23:47:29.891,0.0,0.0,0.0,31.400000000000002,,,,,
1750308449.904994,2025-06-18 23:47:29.904,0.0,0.0,0.0,32.85,,,,,
1750308449.917671,2025-06-18 23:47:29.917,0.0,0.0,0.0,33.96,,,,,
1750308449.931566,2025-06-18 23:47:29.931,0.0,0.0,0.0,31.5,,,,,
1750308449.945395,2025-06-18 23:47:29.945,0.0,0.0,0.0,32.7,,,,,
1750308449.957783,2025-06-18 23:47:29.957,0.0,0.0,0.0,34.5,,,,,
1750308449.970391,2025-06-18 23:47:29.970,0.0,0.0,0.0,33.86,35.0,27.0,655.35,444.0,81.4
1750308449.9843671,2025-06-18 23:47:29.984,0.0,0.0,0.0,31.93,,,,,
1750308449.998212,2025-06-18 23:47:29.998,0.0,0.0,0.0,34.09,,,,,
1750308450.0120902,2025-06-18 23:47:30.012,0.0,0.0,0.0,33.77,,,,,
1750308450.0260081,2025-06-18 23:47:30.026,0.0,0.0,0.0,34.28,,,,,
1750308450.0384011,2025-06-18 23:47:30.038,0.0,0.0,0.0,31.91,,,,,
1750308450.050941,2025-06-18 23:47:30.050,0.0,0.0,0.0,31.48,,,,,
1750308450.063065,2025-06-18 23:47:30.063,0.0,0.0,0.0,32.25,,,,,
1750308450.075937,2025-06-18 23:47:30.075,0.0,0.0,0.0,34.22,37.0,29.0,655.35,444.0,81.27
1750308450.089845,2025-06-18 23:47:30.089,0.0,0.0,0.0,35.1,,,,,
1750308450.1036968,2025-06-18 23:47:30.103,0.0,0.0,0.0,31.45,,,,,
1750308450.117623,2025-06-18 23:47:30.117,0.0,0.0,0.0,33.53,,,,,
1750308450.131519,2025-06-18 23:47:30.131,0.0,0.0,0.0,34.63,,,,,
1750308450.145366,2025-06-18 23:47:30.145,0.0,0.0,0.0,33.67,,,,,
1750308450.157779,2025-06-18 23:47:30.157,0.0,0.0,0.0,33.31,,,,,
1750308450.1716962,2025-06-18 23:47:30.171,0.0,0.0,0.0,32.61,,,,,
1750308450.1842098,2025-06-18 23:47:30.184,0.0,0.0,0.0,34.54,36.0,27.0,655.35,439.0,81.32000000000001
1750308450.1981308,2025-06-18 23:47:30.198,0.0,0.0,0.0,34.84,,,,,
1750308450.2119591,2025-06-18 23:47:30.211,0.0,0.0,0.0,32.6,,,,,
1750308450.22448,2025-06-18 23:47:30.224,0.0,0.0,0.0,33.160000000000004,,,,,
1750308450.2383978,2025-06-18 23:47:30.238,0.0,0.0,0.0,32.45,,,,,
1750308450.2522318,2025-06-18 23:47:30.252,0.0,0.0,0.0,33.15,,,,,
1750308450.266082,2025-06-18 23:47:30.266,0.0,0.0,0.0,35.13,,,,,
1750308450.2799659,2025-06-18 23:47:30.279,0.0,0.0,0.0,34.17,,,,,
1750308450.2938292,2025-06-18 23:47:30.293,0.0,0.0,0.0,32.94,33.0,26.0,655.35,443.0,80.35000000000001
1750308450.3077388,2025-06-18 23:47:30.307,0.0,0.0,0.0,32.24,,,,,
1750308450.321725,2025-06-18 23:47:30.321,0.0,0.0,0.0,35.31,,,,,
1750308450.3353899,2025-06-18 23:47:30.335,0.0,0.0,0.0,31.650000000000002,,,,,
1750308450.349459,2025-06-18 23:47:30.349,0.0,0.0,0.0,32.37,,,,,
1750308450.363342,2025-06-18 23:47:30.363,0.0,0.0,0.0,32.49,,,,,
1750308450.377187,2025-06-18 23:47:30.377,0.0,0.0,0.0,32.24,,,,,
1750308450.391084,2025-06-18 23:47:30.391,0.0,0.0,0.0,35.46,,,,,
1750308450.405083,2025-06-18 23:47:30.405,0.0,0.0,0.0,34.43,35.0,28.0,655.35,442.0,79.95
1750308450.4191182,2025-06-18 23:47:30.419,0.0,0.0,0.0,35.59,,,,,
1750308450.433034,2025-06-18 23:47:30.433,0.0,0.0,0.0,34.5,,,,,
1750308450.4469829,2025-06-18 23:47:30.446,0.0,0.0,0.0,34.18,,,,,
1750308450.460885,2025-06-18 23:47:30.460,0.0,0.0,0.0,32.13,,,,,
1750308450.475177,2025-06-18 23:47:30.475,0.0,0.0,0.0,35.76,,,,,
1750308450.489461,2025-06-18 23:47:30.489,0.0,0.0,0.0,33.71,,,,,
1750308450.503653,2025-06-18 23:47:30.503,0.0,0.0,0.0,34.72,,,,,
1750308450.51845,2025-06-18 23:47:30.518,0.0,0.0,0.0,33.89,35.0,28.0,655.35,441.0,81.17
1750308450.5300128,2025-06-18 23:47:30.530,0.0,0.0,0.0,35.76,,,,,
1750308450.544033,2025-06-18 23:47:30.544,0.0,0.0,0.0,34.9,,,,,
1750308450.5581791,2025-06-18 23:47:30.558,0.0,0.0,0.0,34.74,,,,,
1750308450.572233,2025-06-18 23:47:30.572,0.0,0.0,0.0,34.230000000000004,,,,,
1750308450.5863209,2025-06-18 23:47:30.586,0.0,0.0,0.0,32.57,,,,,
1750308450.5992808,2025-06-18 23:47:30.599,0.0,0.0,0.0,32.63,,,,,
1750308450.6124558,2025-06-18 23:47:30.612,0.0,0.0,0.0,32.69,,,,,
1750308450.626533,2025-06-18 23:47:30.626,0.0,0.0,0.0,35.13,35.0,28.0,655.35,442.0,80.27
1750308450.640789,2025-06-18 23:47:30.640,0.0,0.0,0.0,34.27,,,,,
1750308450.654772,2025-06-18 23:47:30.654,0.0,0.0,0.0,32.35,,,,,
1750308450.668811,2025-06-18 23:47:30.668,0.0,0.0,0.0,32.71,,,,,
1750308450.6810439,2025-06-18 23:47:30.681,0.0,0.0,0.0,34.38,,,,,
1750308450.69393,2025-06-18 23:47:30.693,0.0,0.0,0.0,34.71,,,,,
1750308450.7078779,2025-06-18 23:47:30.707,0.0,0.0,0.0,35.12,,,,,
1750308450.721712,2025-06-18 23:47:30.721,0.0,0.0,0.0,34.29,,,,,
1750308450.7356591,2025-06-18 23:47:30.735,0.0,0.0,0.0,35.910000000000004,34.0,29.0,655.35,443.0,81.63
1750308450.7499352,2025-06-18 23:47:30.749,0.0,0.0,0.0,35.68,,,,,
1750308450.76245,2025-06-18 23:47:30.762,0.0,0.0,0.0,35.47,,,,,
1750308450.7740648,2025-06-18 23:47:30.774,0.0,0.0,0.0,35.79,,,,,
1750308450.7857652,2025-06-18 23:47:30.785,0.0,0.0,0.0,36.09,,,,,
1750308450.799176,2025-06-18 23:47:30.799,0.0,0.0,0.0,32.99,,,,,
1750308450.81262,2025-06-18 23:47:30.812,0.0,0.0,0.0,32.89,,,,,
1750308450.8265622,2025-06-18 23:47:30.826,0.0,0.0,0.0,36.49,,,,,
1750308450.8406432,2025-06-18 23:47:30.840,0.0,0.0,0.0,36.49,34.0,29.0,655.35,439.0,81.44
1750308450.855564,2025-06-18 23:47:30.855,0.0,0.0,0.0,36.4,,,,,
1750308450.869709,2025-06-18 23:47:30.869,0.0,0.0,0.0,36.01,,,,,
1750308450.8837838,2025-06-18 23:47:30.883,0.0,0.0,0.0,36.13,,,,,
1750308450.896996,2025-06-18 23:47:30.896,0.0,0.0,0.0,35.35,,,,,
1750308450.910938,2025-06-18 23:47:30.910,0.0,0.0,0.0,35.62,,,,,
1750308450.9249332,2025-06-18 23:47:30.924,0.0,0.0,0.0,35.79,,,,,
1750308450.9390569,2025-06-18 23:47:30.939,0.0,0.0,0.0,32.81,,,,,
1750308450.9531531,2025-06-18 23:47:30.953,0.0,0.0,0.0,33.25,35.0,29.0,655.35,437.0,81.27
1750308450.965743,2025-06-18 23:47:30.965,0.0,0.0,0.0,35.78,,,,,
1750308450.9794502,2025-06-18 23:47:30.979,0.0,0.0,0.0,33.910000000000004,,,,,
1750308450.99107,2025-06-18 23:47:30.991,0.0,0.0,0.0,34.87,,,,,
1750308451.003687,2025-06-18 23:47:31.003,0.0,0.0,0.0,33.0,,,,,
1750308451.015973,2025-06-18 23:47:31.015,0.0,0.0,0.0,33.13,,,,,
1750308451.029771,2025-06-18 23:47:31.029,0.0,0.0,0.0,34.300000000000004,,,,,
1750308451.043721,2025-06-18 23:47:31.043,0.0,0.0,0.0,36.5,,,,,
1750308451.0576441,2025-06-18 23:47:31.057,0.0,0.0,0.0,36.31,35.0,29.0,655.35,437.0,80.36
1750308451.071529,2025-06-18 23:47:31.071,0.0,0.0,0.0,35.74,,,,,
1750308451.083893,2025-06-18 23:47:31.083,0.0,0.0,0.0,35.81,,,,,
1750308451.096402,2025-06-18 23:47:31.096,0.0,0.0,0.0,35.31,,,,,
1750308451.1077828,2025-06-18 23:47:31.107,0.0,0.0,0.0,36.230000000000004,,,,,
1750308451.1216042,2025-06-18 23:47:31.121,0.0,0.0,0.0,35.77,,,,,
1750308451.135425,2025-06-18 23:47:31.135,0.0,0.0,0.0,34.77,,,,,
1750308451.149245,2025-06-18 23:47:31.149,0.0,0.0,0.0,35.81,,,,,
1750308451.16307,2025-06-18 23:47:31.163,0.0,0.0,0.0,36.81,36.0,28.0,655.35,436.0,81.8
1750308451.176943,2025-06-18 23:47:31.176,0.0,0.0,0.0,35.78,,,,,
1750308451.1908102,2025-06-18 23:47:31.190,0.0,0.0,0.0,35.21,,,,,
1750308451.204764,2025-06-18 23:47:31.204,0.0,0.0,0.0,33.43,,,,,
1750308451.2173529,2025-06-18 23:47:31.217,0.0,0.0,0.0,36.12,,,,,
1750308451.2312589,2025-06-18 23:47:31.231,0.0,0.0,0.0,33.84,,,,,
1750308451.2451289,2025-06-18 23:47:31.245,0.0,0.0,0.0,37.24,,,,,
1750308451.259021,2025-06-18 23:47:31.259,0.0,0.0,0.0,37.36,,,,,
1750308451.2731771,2025-06-18 23:47:31.273,0.0,0.0,0.0,33.81,35.0,31.0,655.35,439.0,80.65
1750308451.285641,2025-06-18 23:47:31.285,0.0,0.0,0.0,36.25,,,,,
1750308451.29901,2025-06-18 23:47:31.299,0.0,0.0,0.0,36.74,,,,,
1750308451.3129349,2025-06-18 23:47:31.312,0.0,0.0,0.0,36.75,,,,,
1750308451.3258328,2025-06-18 23:47:31.325,0.0,0.0,0.0,34.21,,,,,
1750308451.339939,2025-06-18 23:47:31.339,0.0,0.0,0.0,35.35,,,,,
1750308451.354062,2025-06-18 23:47:31.354,0.0,0.0,0.0,34.09,,,,,
1750308451.3676732,2025-06-18 23:47:31.367,0.0,0.0,0.0,34.7,,,,,
1750308451.3816042,2025-06-18 23:47:31.381,0.0,0.0,0.0,34.75,33.0,31.0,655.35,443.0,82.37
1750308451.3955069,2025-06-18 23:47:31.395,0.0,0.0,0.0,35.13,,,,,
1750308451.407786,2025-06-18 23:47:31.407,0.0,0.0,0.0,33.7,,,,,
1750308451.421643,2025-06-18 23:47:31.421,0.0,0.0,0.0,35.74,,,,,
1750308451.435505,2025-06-18 23:47:31.435,0.0,0.0,0.0,37.26,,,,,
1750308451.449386,2025-06-18 23:47:31.449,0.0,0.0,0.0,33.83,,,,,
1750308451.463135,2025-06-18 23:47:31.463,0.0,0.0,0.0,36.980000000000004,,,,,
1750308451.476984,2025-06-18 23:47:31.476,0.0,0.0,0.0,34.800000000000004,,,,,
1750308451.494668,2025-06-18 23:47:31.494,0.0,0.0,0.0,34.15,33.0,32.0,655.35,444.0,80.57000000000001
1750308451.507343,2025-06-18 23:47:31.507,0.0,0.0,0.0,37.18,,,,,
1750308451.5212421,2025-06-18 23:47:31.521,0.0,0.0,0.0,37.61,,,,,
1750308451.535131,2025-06-18 23:47:31.535,0.0,0.0,0.0,35.57,,,,,
1750308451.549106,2025-06-18 23:47:31.549,0.0,0.0,0.0,34.74,,,,,
1750308451.560821,2025-06-18 23:47:31.560,0.0,0.0,0.0,34.660000000000004,,,,,
1750308451.5748181,2025-06-18 23:47:31.574,0.0,0.0,0.0,34.410000000000004,,,,,
1750308451.587803,2025-06-18 23:47:31.587,0.0,0.0,0.0,36.86,,,,,
1750308451.6017652,2025-06-18 23:47:31.601,0.0,0.0,0.0,36.410000000000004,35.0,30.0,655.35,440.0,81.61
1750308451.615815,2025-06-18 23:47:31.615,0.0,0.0,0.0,37.76,,,,,
1750308451.62892,2025-06-18 23:47:31.628,0.0,0.0,0.0,37.31,,,,,
1750308451.646155,2025-06-18 23:47:31.646,0.0,0.0,0.0,36.89,,,,,
1750308451.6613178,2025-06-18 23:47:31.661,0.0,0.0,0.0,35.230000000000004,,,,,
1750308451.673114,2025-06-18 23:47:31.673,0.0,0.0,0.0,37.74,,,,,
1750308451.686676,2025-06-18 23:47:31.686,0.0,0.0,0.0,35.96,,,,,
1750308451.70033,2025-06-18 23:47:31.700,0.0,0.0,0.0,38.09,,,,,
1750308451.726449,2025-06-18 23:47:31.726,0.0,0.0,0.0,35.59,36.0,31.0,655.35,439.0,82.25
1750308451.741864,2025-06-18 23:47:31.741,0.0,0.0,0.0,34.47,,,,,
1750308451.7665868,2025-06-18 23:47:31.766,0.0,0.0,0.0,34.69,,,,,
1750308451.779582,2025-06-18 23:47:31.779,0.0,0.0,0.0,34.6,,,,,
1750308451.7983491,2025-06-18 23:47:31.798,0.0,0.0,0.0,37.26,,,,,
1750308451.814411,2025-06-18 23:47:31.814,0.0,0.0,0.0,36.42,,,,,
1750308451.8337731,2025-06-18 23:47:31.833,0.0,0.0,0.0,34.92,34.0,31.0,655.35,444.0,81.18
1750308451.8471522,2025-06-18 23:47:31.847,0.0,0.0,0.0,38.33,,,,,
1750308451.862029,2025-06-18 23:47:31.862,0.0,0.0,0.0,36.93,,,,,
1750308451.876789,2025-06-18 23:47:31.876,0.0,0.0,0.0,36.25,,,,,
1750308451.8902311,2025-06-18 23:47:31.890,0.0,0.0,0.0,37.46,,,,,
1750308451.9050722,2025-06-18 23:47:31.905,0.0,0.0,0.0,34.68,,,,,
1750308451.945811,2025-06-18 23:47:31.945,0.0,0.0,0.0,35.33,33.0,31.0,655.35,442.0,81.85000000000001
1750308451.957896,2025-06-18 23:47:31.957,0.0,0.0,0.0,35.5,,,,,
1750308451.972138,2025-06-18 23:47:31.972,0.0,0.0,0.0,37.4,,,,,
1750308451.984194,2025-06-18 23:47:31.984,0.0,0.0,0.0,38.22,,,,,
1750308452.005045,2025-06-18 23:47:32.005,0.0,0.0,0.0,37.38,,,,,
1750308452.019047,2025-06-18 23:47:32.019,0.0,0.0,0.0,35.730000000000004,,,,,
1750308452.033033,2025-06-18 23:47:32.033,0.0,0.0,0.0,37.77,,,,,
1750308452.047032,2025-06-18 23:47:32.047,0.0,0.0,0.0,36.18,35.0,31.0,655.35,443.0,81.28
1750308452.059357,2025-06-18 23:47:32.059,0.0,0.0,0.0,35.24,,,,,
1750308452.0740721,2025-06-18 23:47:32.074,0.0,0.0,0.0,35.83,,,,,
1750308452.0881321,2025-06-18 23:47:32.088,0.0,0.0,0.0,37.72,,,,,
1750308452.100657,2025-06-18 23:47:32.100,0.0,0.0,0.0,36.57,,,,,
1750308452.112363,2025-06-18 23:47:32.112,0.0,0.0,0.0,36.95,,,,,
1750308452.126227,2025-06-18 23:47:32.126,0.0,0.0,0.0,37.68,,,,,
1750308452.140073,2025-06-18 23:47:32.140,0.0,0.0,0.0,39.04,,,,,
1750308452.153883,2025-06-18 23:47:32.153,0.0,0.0,0.0,37.33,34.0,30.0,655.35,436.0,82.31
1750308452.167745,2025-06-18 23:47:32.167,0.0,0.0,0.0,36.35,,,,,
1750308452.18158,2025-06-18 23:47:32.181,0.0,0.0,0.0,37.42,,,,,
1750308452.1954272,2025-06-18 23:47:32.195,0.0,0.0,0.0,37.42,,,,,
1750308452.207774,2025-06-18 23:47:32.207,0.0,0.0,0.0,38.18,,,,,
1750308452.221591,2025-06-18 23:47:32.221,0.0,0.0,0.0,35.76,,,,,
1750308452.235438,2025-06-18 23:47:32.235,0.0,0.0,0.0,36.89,,,,,
1750308452.249291,2025-06-18 23:47:32.249,0.0,0.0,0.0,38.06,,,,,
1750308452.2611158,2025-06-18 23:47:32.261,0.0,0.0,0.0,36.85,36.0,33.0,655.35,437.0,82.44
1750308452.274435,2025-06-18 23:47:32.274,0.0,0.0,0.0,36.14,,,,,
1750308452.286976,2025-06-18 23:47:32.286,0.0,0.0,0.0,38.13,,,,,
1750308452.300915,2025-06-18 23:47:32.300,0.0,0.0,0.0,35.68,,,,,
1750308452.314785,2025-06-18 23:47:32.314,0.0,0.0,0.0,35.95,,,,,
1750308452.327782,2025-06-18 23:47:32.327,0.0,0.0,0.0,36.32,,,,,
1750308452.3411121,2025-06-18 23:47:32.341,0.0,0.0,0.0,36.12,,,,,
1750308452.355029,2025-06-18 23:47:32.355,0.0,0.0,0.0,37.410000000000004,,,,,
1750308452.368963,2025-06-18 23:47:32.368,0.0,0.0,0.0,37.4,36.0,30.0,655.35,438.0,81.87
1750308452.382903,2025-06-18 23:47:32.382,0.0,0.0,0.0,35.99,,,,,
1750308452.395175,2025-06-18 23:47:32.395,0.0,0.0,0.0,35.76,,,,,
1750308452.4090838,2025-06-18 23:47:32.409,0.0,0.0,0.0,38.34,,,,,
1750308452.423946,2025-06-18 23:47:32.423,0.0,0.0,0.0,36.78,,,,,
1750308452.437875,2025-06-18 23:47:32.437,0.0,0.0,0.0,36.21,,,,,
1750308452.4518678,2025-06-18 23:47:32.451,0.0,0.0,0.0,37.63,,,,,
1750308452.465317,2025-06-18 23:47:32.465,0.0,0.0,0.0,37.01,,,,,
1750308452.4792378,2025-06-18 23:47:32.479,0.0,0.0,0.0,38.65,34.0,31.0,655.35,439.0,82.72
1750308452.493221,2025-06-18 23:47:32.493,0.0,0.0,0.0,38.84,,,,,
1750308452.511968,2025-06-18 23:47:32.511,0.0,0.0,0.0,38.04,,,,,
1750308452.523943,2025-06-18 23:47:32.523,0.0,0.0,0.0,38.43,,,,,
1750308452.537864,2025-06-18 23:47:32.537,0.0,0.0,0.0,37.77,,,,,
1750308452.551759,2025-06-18 23:47:32.551,0.0,0.0,0.0,36.36,,,,,
1750308452.5656278,2025-06-18 23:47:32.565,0.0,0.0,0.0,37.61,,,,,
1750308452.5796769,2025-06-18 23:47:32.579,0.0,0.0,0.0,38.74,32.0,34.0,655.35,443.0,81.27
1750308452.593469,2025-06-18 23:47:32.593,0.0,0.0,0.0,38.57,,,,,
1750308452.605692,2025-06-18 23:47:32.605,0.0,0.0,0.0,36.26,,,,,
1750308452.6197288,2025-06-18 23:47:32.619,0.0,0.0,0.0,38.88,,,,,
1750308452.63362,2025-06-18 23:47:32.633,0.0,0.0,0.0,38.980000000000004,,,,,
1750308452.6452448,2025-06-18 23:47:32.645,0.0,0.0,0.0,36.88,,,,,
1750308452.657778,2025-06-18 23:47:32.657,0.0,0.0,0.0,36.160000000000004,,,,,
1750308452.671687,2025-06-18 23:47:32.671,0.0,0.0,0.0,38.88,,,,,
1750308452.683927,2025-06-18 23:47:32.683,0.0,0.0,0.0,36.81,32.0,33.0,655.35,438.0,81.5
1750308452.697875,2025-06-18 23:47:32.697,0.0,0.0,0.0,38.33,,,,,
1750308452.71089,2025-06-18 23:47:32.710,0.0,0.0,0.0,37.29,,,,,
1750308452.7247958,2025-06-18 23:47:32.724,0.0,0.0,0.0,37.800000000000004,,,,,
1750308452.737768,2025-06-18 23:47:32.737,0.0,0.0,0.0,36.9,,,,,
1750308452.7517262,2025-06-18 23:47:32.751,0.0,0.0,0.0,38.0,,,,,
1750308452.76562,2025-06-18 23:47:32.765,0.0,0.0,0.0,36.31,,,,,
1750308452.778786,2025-06-18 23:47:32.778,0.0,0.0,0.0,36.62,,,,,
1750308452.792856,2025-06-18 23:47:32.792,0.0,0.0,0.0,37.47,33.0,32.0,655.35,440.0,82.48
1750308452.80719,2025-06-18 23:47:32.807,0.0,0.0,0.0,37.25,,,,,
1750308452.819849,2025-06-18 23:47:32.819,0.0,0.0,0.0,38.94,,,,,
1750308452.833816,2025-06-18 23:47:32.833,0.0,0.0,0.0,38.82,,,,,
1750308452.8468192,2025-06-18 23:47:32.846,0.0,0.0,0.0,37.02,,,,,
1750308452.8593862,2025-06-18 23:47:32.859,0.0,0.0,0.0,37.730000000000004,,,,,
1750308452.8733492,2025-06-18 23:47:32.873,0.0,0.0,0.0,39.28,,,,,
1750308452.8874419,2025-06-18 23:47:32.887,0.0,0.0,0.0,37.9,,,,,
1750308452.90159,2025-06-18 23:47:32.901,0.0,0.0,0.0,36.68,35.0,32.0,655.35,437.0,82.0
1750308452.915585,2025-06-18 23:47:32.915,0.0,0.0,0.0,40.37,,,,,
1750308452.9294631,2025-06-18 23:47:32.929,0.0,0.0,0.0,37.34,,,,,
1750308452.9437828,2025-06-18 23:47:32.943,0.0,0.0,0.0,39.38,,,,,
1750308452.957938,2025-06-18 23:47:32.957,0.0,0.0,0.0,40.38,,,,,
1750308452.9711459,2025-06-18 23:47:32.971,0.0,0.0,0.0,39.15,,,,,
1750308452.982825,2025-06-18 23:47:32.982,0.0,0.0,0.0,38.54,,,,,
1750308452.9965281,2025-06-18 23:47:32.996,0.0,0.0,0.0,39.46,,,,,
1750308453.010422,2025-06-18 23:47:33.010,0.0,0.0,0.0,39.86,35.0,32.0,655.35,443.0,82.21000000000001
1750308453.024132,2025-06-18 23:47:33.024,0.0,0.0,0.0,39.61,,,,,
1750308453.037968,2025-06-18 23:47:33.037,0.0,0.0,0.0,37.17,,,,,
1750308453.051042,2025-06-18 23:47:33.051,0.0,0.0,0.0,37.92,,,,,
1750308453.065065,2025-06-18 23:47:33.065,0.0,0.0,0.0,38.69,,,,,
1750308453.076807,2025-06-18 23:47:33.076,0.0,0.0,0.0,37.1,,,,,
1750308453.090126,2025-06-18 23:47:33.090,0.0,0.0,0.0,40.69,,,,,
1750308453.101964,2025-06-18 23:47:33.101,0.0,0.0,0.0,39.0,,,,,
1750308453.1159208,2025-06-18 23:47:33.115,0.0,0.0,0.0,39.980000000000004,34.0,33.0,655.35,444.0,82.57000000000001
1750308453.129805,2025-06-18 23:47:33.129,0.0,0.0,0.0,38.52,,,,,
1750308453.1423202,2025-06-18 23:47:33.142,0.0,0.0,0.0,40.76,,,,,
1750308453.156259,2025-06-18 23:47:33.156,0.0,0.0,0.0,40.69,,,,,
1750308453.168637,2025-06-18 23:47:33.168,0.0,0.0,0.0,38.160000000000004,,,,,
1750308453.18226,2025-06-18 23:47:33.182,0.0,0.0,0.0,39.95,,,,,
1750308453.196055,2025-06-18 23:47:33.196,0.0,0.0,0.0,38.0,,,,,
1750308453.207613,2025-06-18 23:47:33.207,0.0,0.0,0.0,40.68,,,,,
1750308453.221461,2025-06-18 23:47:33.221,0.0,0.0,0.0,39.980000000000004,33.0,32.0,655.35,439.0,82.42
1750308453.23534,2025-06-18 23:47:33.235,0.0,0.0,0.0,38.2,,,,,
1750308453.249218,2025-06-18 23:47:33.249,0.0,0.0,0.0,40.54,,,,,
1750308453.261847,2025-06-18 23:47:33.261,0.0,0.0,0.0,41.050000000000004,,,,,
