timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750308453.274435,2025-06-18 23:47:33.274,0.0,0.0,0.0,37.19,,,,,
1750308453.2868428,2025-06-18 23:47:33.286,0.0,0.0,0.0,38.300000000000004,,,,,
1750308453.2984672,2025-06-18 23:47:33.298,0.0,0.0,0.0,39.89,,,,,
1750308453.310278,2025-06-18 23:47:33.310,0.0,0.0,0.0,40.63,,,,,
1750308453.3241339,2025-06-18 23:47:33.324,0.0,0.0,0.0,37.83,32.0,31.0,655.35,444.0,82.39
1750308453.337991,2025-06-18 23:47:33.337,0.0,0.0,0.0,37.35,,,,,
1750308453.351823,2025-06-18 23:47:33.351,0.0,0.0,0.0,37.52,,,,,
1750308453.3656561,2025-06-18 23:47:33.365,0.0,0.0,0.0,37.550000000000004,,,,,
1750308453.3795571,2025-06-18 23:47:33.379,0.0,0.0,0.0,39.06,,,,,
1750308453.393399,2025-06-18 23:47:33.393,0.0,0.0,0.0,40.97,,,,,
1750308453.40577,2025-06-18 23:47:33.405,0.0,0.0,0.0,38.26,,,,,
1750308453.418345,2025-06-18 23:47:33.418,0.0,0.0,0.0,39.25,,,,,
1750308453.432205,2025-06-18 23:47:33.432,0.0,0.0,0.0,37.84,34.0,31.0,655.35,443.0,82.25
1750308453.444404,2025-06-18 23:47:33.444,0.0,0.0,0.0,37.59,,,,,
1750308453.456653,2025-06-18 23:47:33.456,0.0,0.0,0.0,37.980000000000004,,,,,
1750308453.4745128,2025-06-18 23:47:33.474,0.0,0.0,0.0,39.980000000000004,,,,,
1750308453.488868,2025-06-18 23:47:33.488,0.0,0.0,0.0,38.17,,,,,
1750308453.502819,2025-06-18 23:47:33.502,0.0,0.0,0.0,39.04,,,,,
1750308453.5155609,2025-06-18 23:47:33.515,0.0,0.0,0.0,38.56,,,,,
1750308453.5294669,2025-06-18 23:47:33.529,0.0,0.0,0.0,38.480000000000004,,,,,
1750308453.540961,2025-06-18 23:47:33.540,0.0,0.0,0.0,39.92,35.0,32.0,655.35,438.0,83.0
1750308453.554077,2025-06-18 23:47:33.554,0.0,0.0,0.0,38.58,,,,,
1750308453.568388,2025-06-18 23:47:33.568,0.0,0.0,0.0,38.7,,,,,
1750308453.581729,2025-06-18 23:47:33.581,0.0,0.0,0.0,40.2,,,,,
1750308453.593288,2025-06-18 23:47:33.593,0.0,0.0,0.0,41.09,,,,,
1750308453.6071942,2025-06-18 23:47:33.607,0.0,0.0,0.0,40.37,,,,,
1750308453.6211882,2025-06-18 23:47:33.621,0.0,0.0,0.0,38.84,,,,,
1750308453.635073,2025-06-18 23:47:33.635,0.0,0.0,0.0,39.64,,,,,
1750308453.64895,2025-06-18 23:47:33.648,0.0,0.0,0.0,41.7,35.0,32.0,655.35,438.0,83.02
1750308453.6627982,2025-06-18 23:47:33.662,0.0,0.0,0.0,41.45,,,,,
1750308453.674474,2025-06-18 23:47:33.674,0.0,0.0,0.0,39.67,,,,,
1750308453.688957,2025-06-18 23:47:33.688,0.0,0.0,0.0,41.63,,,,,
1750308453.703007,2025-06-18 23:47:33.703,0.0,0.0,0.0,39.82,,,,,
1750308453.716872,2025-06-18 23:47:33.716,0.0,0.0,0.0,40.79,,,,,
1750308453.7295191,2025-06-18 23:47:33.729,0.0,0.0,0.0,39.43,,,,,
1750308453.7426739,2025-06-18 23:47:33.742,0.0,0.0,0.0,38.21,,,,,
1750308453.7565382,2025-06-18 23:47:33.756,0.0,0.0,0.0,41.93,34.0,35.0,655.35,445.0,82.76
1750308453.7703831,2025-06-18 23:47:33.770,0.0,0.0,0.0,40.19,,,,,
1750308453.783197,2025-06-18 23:47:33.783,0.0,0.0,0.0,39.980000000000004,,,,,
1750308453.7963588,2025-06-18 23:47:33.796,0.0,0.0,0.0,40.17,,,,,
1750308453.807751,2025-06-18 23:47:33.807,0.0,0.0,0.0,40.53,,,,,
1750308453.820432,2025-06-18 23:47:33.820,0.0,0.0,0.0,40.42,,,,,
1750308453.83428,2025-06-18 23:47:33.834,0.0,0.0,0.0,39.410000000000004,,,,,
1750308453.848164,2025-06-18 23:47:33.848,0.0,0.0,0.0,40.47,,,,,
1750308453.8620071,2025-06-18 23:47:33.862,0.0,0.0,0.0,39.35,34.0,32.0,655.35,438.0,81.75
1750308453.875922,2025-06-18 23:47:33.875,0.0,0.0,0.0,38.4,,,,,
1750308453.888876,2025-06-18 23:47:33.888,0.0,0.0,0.0,40.25,,,,,
1750308453.901228,2025-06-18 23:47:33.901,0.0,0.0,0.0,41.85,,,,,
1750308453.9151092,2025-06-18 23:47:33.915,0.0,0.0,0.0,40.89,,,,,
1750308453.930101,2025-06-18 23:47:33.930,0.0,0.0,0.0,39.09,,,,,
1750308453.944087,2025-06-18 23:47:33.944,0.0,0.0,0.0,41.63,,,,,
1750308453.957929,2025-06-18 23:47:33.957,0.0,0.0,0.0,38.910000000000004,,,,,
1750308453.972427,2025-06-18 23:47:33.972,0.0,0.0,0.0,39.01,35.0,35.0,655.35,440.0,82.07000000000001
1750308453.985282,2025-06-18 23:47:33.985,0.0,0.0,0.0,39.95,,,,,
1750308453.999224,2025-06-18 23:47:33.999,0.0,0.0,0.0,41.85,,,,,
1750308454.013775,2025-06-18 23:47:34.013,0.0,0.0,0.0,41.88,,,,,
1750308454.026804,2025-06-18 23:47:34.026,0.0,0.0,0.0,42.24,,,,,
1750308454.042829,2025-06-18 23:47:34.042,0.0,0.0,0.0,40.050000000000004,,,,,
1750308454.055367,2025-06-18 23:47:34.055,0.0,0.0,0.0,40.480000000000004,,,,,
1750308454.070239,2025-06-18 23:47:34.070,0.0,0.0,0.0,39.33,,,,,
1750308454.0823302,2025-06-18 23:47:34.082,0.0,0.0,0.0,41.06,32.0,33.0,655.35,437.0,83.63
1750308454.094635,2025-06-18 23:47:34.094,0.0,0.0,0.0,41.71,,,,,
1750308454.108563,2025-06-18 23:47:34.108,0.0,0.0,0.0,42.15,,,,,
1750308454.123486,2025-06-18 23:47:34.123,0.0,0.0,0.0,40.07,,,,,
1750308454.1381,2025-06-18 23:47:34.138,0.0,0.0,0.0,39.67,,,,,
1750308454.15171,2025-06-18 23:47:34.151,0.0,0.0,0.0,41.730000000000004,,,,,
1750308454.165513,2025-06-18 23:47:34.165,0.0,0.0,0.0,42.02,,,,,
1750308454.1775308,2025-06-18 23:47:34.177,0.0,0.0,0.0,42.21,,,,,
1750308454.1921432,2025-06-18 23:47:34.192,0.0,0.0,0.0,41.53,33.0,33.0,655.35,441.0,83.36
1750308454.2078452,2025-06-18 23:47:34.207,0.0,0.0,0.0,40.13,,,,,
1750308454.222017,2025-06-18 23:47:34.222,0.0,0.0,0.0,39.25,,,,,
1750308454.2350059,2025-06-18 23:47:34.235,0.0,0.0,0.0,40.69,,,,,
1750308454.2489321,2025-06-18 23:47:34.248,0.0,0.0,0.0,39.89,,,,,
1750308454.262799,2025-06-18 23:47:34.262,0.0,0.0,0.0,40.69,,,,,
1750308454.2758489,2025-06-18 23:47:34.275,0.0,0.0,0.0,41.51,,,,,
1750308454.289691,2025-06-18 23:47:34.289,0.0,0.0,0.0,41.07,,,,,
1750308454.303497,2025-06-18 23:47:34.303,0.0,0.0,0.0,41.7,31.0,32.0,655.35,439.0,82.15
1750308454.317478,2025-06-18 23:47:34.317,0.0,0.0,0.0,42.29,,,,,
1750308454.330626,2025-06-18 23:47:34.330,0.0,0.0,0.0,41.32,,,,,
1750308454.344537,2025-06-18 23:47:34.344,0.0,0.0,0.0,39.0,,,,,
1750308454.362099,2025-06-18 23:47:34.362,0.0,0.0,0.0,42.1,,,,,
1750308454.374511,2025-06-18 23:47:34.374,0.0,0.0,0.0,40.95,,,,,
1750308454.388858,2025-06-18 23:47:34.388,0.0,0.0,0.0,40.660000000000004,,,,,
1750308454.401221,2025-06-18 23:47:34.401,0.0,0.0,0.0,40.51,,,,,
1750308454.415189,2025-06-18 23:47:34.415,0.0,0.0,0.0,41.19,32.0,33.0,655.35,443.0,83.55
1750308454.4307241,2025-06-18 23:47:34.430,0.0,0.0,0.0,41.06,,,,,
1750308454.444615,2025-06-18 23:47:34.444,0.0,0.0,0.0,41.12,,,,,
1750308454.466491,2025-06-18 23:47:34.466,0.0,0.0,0.0,43.050000000000004,,,,,
1750308454.480395,2025-06-18 23:47:34.480,0.0,0.0,0.0,41.12,,,,,
1750308454.493076,2025-06-18 23:47:34.493,0.0,0.0,0.0,42.06,,,,,
1750308454.506707,2025-06-18 23:47:34.506,0.0,0.0,0.0,40.300000000000004,,,,,
1750308454.521421,2025-06-18 23:47:34.521,0.0,0.0,0.0,41.33,34.0,34.0,655.35,437.0,82.54
1750308454.535669,2025-06-18 23:47:34.535,0.0,0.0,0.0,40.730000000000004,,,,,
1750308454.549831,2025-06-18 23:47:34.549,0.0,0.0,0.0,40.43,,,,,
1750308454.563861,2025-06-18 23:47:34.563,0.0,0.0,0.0,41.13,,,,,
1750308454.577892,2025-06-18 23:47:34.577,0.0,0.0,0.0,42.7,,,,,
1750308454.592937,2025-06-18 23:47:34.592,0.0,0.0,0.0,42.660000000000004,,,,,
1750308454.6070771,2025-06-18 23:47:34.607,0.0,0.0,0.0,42.92,,,,,
1750308454.618998,2025-06-18 23:47:34.618,0.0,0.0,0.0,43.18,,,,,
1750308454.633089,2025-06-18 23:47:34.633,0.0,0.0,0.0,40.38,33.0,35.0,655.35,443.0,82.23
1750308454.6465359,2025-06-18 23:47:34.646,0.0,0.0,0.0,43.230000000000004,,,,,
1750308454.660444,2025-06-18 23:47:34.660,0.0,0.0,0.0,40.67,,,,,
1750308454.674423,2025-06-18 23:47:34.674,0.0,0.0,0.0,43.4,,,,,
1750308454.689261,2025-06-18 23:47:34.689,0.0,0.0,0.0,41.0,,,,,
1750308454.701761,2025-06-18 23:47:34.701,0.0,0.0,0.0,41.42,,,,,
1750308454.7159522,2025-06-18 23:47:34.715,0.0,0.0,0.0,40.12,,,,,
1750308454.729302,2025-06-18 23:47:34.729,0.0,0.0,0.0,42.800000000000004,,,,,
1750308454.743544,2025-06-18 23:47:34.743,0.0,0.0,0.0,41.39,31.0,35.0,655.35,439.0,82.06
1750308454.761837,2025-06-18 23:47:34.761,0.0,0.0,0.0,42.17,,,,,
1750308454.774623,2025-06-18 23:47:34.774,0.0,0.0,0.0,41.480000000000004,,,,,
1750308454.7890701,2025-06-18 23:47:34.789,0.0,0.0,0.0,43.39,,,,,
1750308454.8030841,2025-06-18 23:47:34.803,0.0,0.0,0.0,43.58,,,,,
1750308454.8171148,2025-06-18 23:47:34.817,0.0,0.0,0.0,40.04,,,,,
1750308454.829984,2025-06-18 23:47:34.829,0.0,0.0,0.0,41.81,,,,,
1750308454.843861,2025-06-18 23:47:34.843,0.0,0.0,0.0,41.01,31.0,35.0,655.35,437.0,82.3
1750308454.858432,2025-06-18 23:47:34.858,0.0,0.0,0.0,43.58,,,,,
1750308454.87271,2025-06-18 23:47:34.872,0.0,0.0,0.0,42.160000000000004,,,,,
1750308454.886971,2025-06-18 23:47:34.886,0.0,0.0,0.0,40.72,,,,,
1750308454.8989272,2025-06-18 23:47:34.898,0.0,0.0,0.0,43.06,,,,,
1750308454.9128718,2025-06-18 23:47:34.912,0.0,0.0,0.0,42.95,,,,,
1750308454.9244459,2025-06-18 23:47:34.924,0.0,0.0,0.0,40.61,,,,,
1750308454.9383628,2025-06-18 23:47:34.938,0.0,0.0,0.0,42.7,,,,,
1750308454.952287,2025-06-18 23:47:34.952,0.0,0.0,0.0,42.2,31.0,34.0,655.35,439.0,83.72
1750308454.9655402,2025-06-18 23:47:34.965,0.0,0.0,0.0,40.2,,,,,
1750308454.978794,2025-06-18 23:47:34.978,0.0,0.0,0.0,41.17,,,,,
1750308454.9928691,2025-06-18 23:47:34.992,0.0,0.0,0.0,42.92,,,,,
1750308455.0074382,2025-06-18 23:47:35.007,0.0,0.0,0.0,40.78,,,,,
1750308455.020019,2025-06-18 23:47:35.020,0.0,0.0,0.0,43.53,,,,,
1750308455.0342212,2025-06-18 23:47:35.034,0.0,0.0,0.0,41.86,,,,,
1750308455.0482628,2025-06-18 23:47:35.048,0.0,0.0,0.0,40.550000000000004,,,,,
1750308455.059905,2025-06-18 23:47:35.059,0.0,0.0,0.0,43.11,31.0,35.0,655.35,436.0,82.66
1750308455.073048,2025-06-18 23:47:35.073,0.0,0.0,0.0,40.81,,,,,
1750308455.087272,2025-06-18 23:47:35.087,0.0,0.0,0.0,42.57,,,,,
1750308455.098921,2025-06-18 23:47:35.098,0.0,0.0,0.0,41.730000000000004,,,,,
1750308455.1115031,2025-06-18 23:47:35.111,0.0,0.0,0.0,41.13,,,,,
1750308455.12547,2025-06-18 23:47:35.125,0.0,0.0,0.0,42.47,,,,,
1750308455.139343,2025-06-18 23:47:35.139,0.0,0.0,0.0,41.81,,,,,
1750308455.151243,2025-06-18 23:47:35.151,0.0,0.0,0.0,42.68,,,,,
1750308455.164587,2025-06-18 23:47:35.164,0.0,0.0,0.0,44.13,31.0,34.0,655.35,446.0,82.96000000000001
1750308455.176359,2025-06-18 23:47:35.176,0.0,0.0,0.0,43.86,,,,,
1750308455.1901948,2025-06-18 23:47:35.190,0.0,0.0,0.0,41.64,,,,,
1750308455.204057,2025-06-18 23:47:35.204,0.0,0.0,0.0,44.17,,,,,
1750308455.2179148,2025-06-18 23:47:35.217,0.0,0.0,0.0,42.660000000000004,,,,,
1750308455.2317529,2025-06-18 23:47:35.231,0.0,0.0,0.0,41.730000000000004,,,,,
1750308455.2440221,2025-06-18 23:47:35.244,0.0,0.0,0.0,41.72,,,,,
1750308455.2577548,2025-06-18 23:47:35.257,0.0,0.0,0.0,41.84,,,,,
1750308455.271613,2025-06-18 23:47:35.271,0.0,0.0,0.0,42.88,34.0,34.0,655.35,438.0,82.9
1750308455.285493,2025-06-18 23:47:35.285,0.0,0.0,0.0,43.03,,,,,
1750308455.29932,2025-06-18 23:47:35.299,0.0,0.0,0.0,43.38,,,,,
1750308455.311709,2025-06-18 23:47:35.311,0.0,0.0,0.0,42.78,,,,,
1750308455.325727,2025-06-18 23:47:35.325,0.0,0.0,0.0,42.93,,,,,
1750308455.340037,2025-06-18 23:47:35.340,0.0,0.0,0.0,44.31,,,,,
1750308455.3539798,2025-06-18 23:47:35.353,0.0,0.0,0.0,40.980000000000004,,,,,
1750308455.368096,2025-06-18 23:47:35.368,0.0,0.0,0.0,40.980000000000004,,,,,
1750308455.382179,2025-06-18 23:47:35.382,0.0,0.0,0.0,41.95,33.0,35.0,655.35,442.0,83.5
1750308455.394593,2025-06-18 23:47:35.394,0.0,0.0,0.0,43.69,,,,,
1750308455.4060621,2025-06-18 23:47:35.406,0.0,0.0,0.0,41.910000000000004,,,,,
1750308455.4181828,2025-06-18 23:47:35.418,0.0,0.0,0.0,41.79,,,,,
1750308455.433076,2025-06-18 23:47:35.433,0.0,0.0,0.0,41.17,,,,,
1750308455.456605,2025-06-18 23:47:35.456,0.0,0.0,0.0,40.99,,,,,
1750308455.470529,2025-06-18 23:47:35.470,0.0,0.0,0.0,40.84,,,,,
1750308455.484552,2025-06-18 23:47:35.484,0.0,0.0,0.0,43.63,31.0,35.0,655.35,437.0,83.41
1750308455.497571,2025-06-18 23:47:35.497,0.0,0.0,0.0,41.46,,,,,
1750308455.511463,2025-06-18 23:47:35.511,0.0,0.0,0.0,44.28,,,,,
1750308455.5257401,2025-06-18 23:47:35.525,0.0,0.0,0.0,42.03,,,,,
1750308455.53907,2025-06-18 23:47:35.539,0.0,0.0,0.0,43.7,,,,,
1750308455.5509288,2025-06-18 23:47:35.550,0.0,0.0,0.0,44.87,,,,,
1750308455.5651221,2025-06-18 23:47:35.565,0.0,0.0,0.0,44.69,,,,,
1750308455.5779352,2025-06-18 23:47:35.577,0.0,0.0,0.0,42.68,,,,,
1750308455.591674,2025-06-18 23:47:35.591,0.0,0.0,0.0,41.22,33.0,35.0,655.35,444.0,84.22
1750308455.604115,2025-06-18 23:47:35.604,0.0,0.0,0.0,43.09,,,,,
1750308455.617768,2025-06-18 23:47:35.617,0.0,0.0,0.0,41.08,,,,,
1750308455.6318269,2025-06-18 23:47:35.631,0.0,0.0,0.0,41.09,,,,,
1750308455.645971,2025-06-18 23:47:35.645,0.0,0.0,0.0,44.47,,,,,
1750308455.6600041,2025-06-18 23:47:35.660,0.0,0.0,0.0,42.9,,,,,
1750308455.674258,2025-06-18 23:47:35.674,0.0,0.0,0.0,44.79,,,,,
1750308455.691148,2025-06-18 23:47:35.691,0.0,0.0,0.0,44.35,,,,,
1750308455.7054222,2025-06-18 23:47:35.705,0.0,0.0,0.0,41.6,32.0,36.0,655.35,445.0,84.46000000000001
1750308455.719581,2025-06-18 23:47:35.719,0.0,0.0,0.0,44.12,,,,,
1750308455.733747,2025-06-18 23:47:35.733,0.0,0.0,0.0,42.25,,,,,
1750308455.7477162,2025-06-18 23:47:35.747,0.0,0.0,0.0,42.25,,,,,
1750308455.761604,2025-06-18 23:47:35.761,0.0,0.0,0.0,42.410000000000004,,,,,
1750308455.775533,2025-06-18 23:47:35.775,0.0,0.0,0.0,42.69,,,,,
1750308455.7894452,2025-06-18 23:47:35.789,0.0,0.0,0.0,42.59,,,,,
1750308455.803443,2025-06-18 23:47:35.803,0.0,0.0,0.0,42.730000000000004,,,,,
1750308455.817486,2025-06-18 23:47:35.817,0.0,0.0,0.0,45.07,30.0,36.0,655.35,436.0,83.32000000000001
1750308455.831716,2025-06-18 23:47:35.831,0.0,0.0,0.0,45.33,,,,,
1750308455.845918,2025-06-18 23:47:35.845,0.0,0.0,0.0,41.68,,,,,
1750308455.858512,2025-06-18 23:47:35.858,0.0,0.0,0.0,42.21,,,,,
1750308455.871917,2025-06-18 23:47:35.871,0.0,0.0,0.0,44.99,,,,,
1750308455.886106,2025-06-18 23:47:35.886,0.0,0.0,0.0,43.660000000000004,,,,,
1750308455.900501,2025-06-18 23:47:35.900,0.0,0.0,0.0,44.550000000000004,,,,,
1750308455.913714,2025-06-18 23:47:35.913,0.0,0.0,0.0,45.4,,,,,
1750308455.927664,2025-06-18 23:47:35.927,0.0,0.0,0.0,43.96,29.0,33.0,655.35,436.0,83.24
1750308455.9417431,2025-06-18 23:47:35.941,0.0,0.0,0.0,45.25,,,,,
1750308455.956138,2025-06-18 23:47:35.956,0.0,0.0,0.0,45.38,,,,,
1750308455.968995,2025-06-18 23:47:35.968,0.0,0.0,0.0,41.7,,,,,
1750308455.983295,2025-06-18 23:47:35.983,0.0,0.0,0.0,43.39,,,,,
1750308455.997196,2025-06-18 23:47:35.997,0.0,0.0,0.0,42.45,,,,,
1750308456.0111308,2025-06-18 23:47:36.011,0.0,0.0,0.0,44.75,,,,,
1750308456.0253,2025-06-18 23:47:36.025,0.0,0.0,0.0,43.2,,,,,
1750308456.03925,2025-06-18 23:47:36.039,0.0,0.0,0.0,43.04,31.0,34.0,655.35,438.0,83.55
1750308456.053542,2025-06-18 23:47:36.053,0.0,0.0,0.0,43.410000000000004,,,,,
1750308456.067722,2025-06-18 23:47:36.067,0.0,0.0,0.0,43.92,,,,,
1750308456.0816681,2025-06-18 23:47:36.081,0.0,0.0,0.0,43.87,,,,,
1750308456.095223,2025-06-18 23:47:36.095,0.0,0.0,0.0,45.25,,,,,
1750308456.1102269,2025-06-18 23:47:36.110,0.0,0.0,0.0,42.97,,,,,
1750308456.1244512,2025-06-18 23:47:36.124,0.0,0.0,0.0,42.59,,,,,
1750308456.138863,2025-06-18 23:47:36.138,0.0,0.0,0.0,45.49,,,,,
1750308456.152981,2025-06-18 23:47:36.152,0.0,0.0,0.0,43.47,31.0,34.0,655.35,437.0,83.71000000000001
1750308456.166825,2025-06-18 23:47:36.166,0.0,0.0,0.0,45.02,,,,,
1750308456.180232,2025-06-18 23:47:36.180,0.0,0.0,0.0,42.22,,,,,
1750308456.194177,2025-06-18 23:47:36.194,0.0,0.0,0.0,45.160000000000004,,,,,
1750308456.208334,2025-06-18 23:47:36.208,0.0,0.0,0.0,43.51,,,,,
1750308456.223453,2025-06-18 23:47:36.223,0.0,0.0,0.0,42.28,,,,,
1750308456.237633,2025-06-18 23:47:36.237,0.0,0.0,0.0,42.22,,,,,
1750308456.2518241,2025-06-18 23:47:36.251,0.0,0.0,0.0,45.93,,,,,
1750308456.266089,2025-06-18 23:47:36.266,0.0,0.0,0.0,43.17,30.0,36.0,655.35,439.0,84.11
1750308456.280504,2025-06-18 23:47:36.280,0.0,0.0,0.0,43.01,,,,,
1750308456.294413,2025-06-18 23:47:36.294,0.0,0.0,0.0,43.06,,,,,
1750308456.309279,2025-06-18 23:47:36.309,0.0,0.0,0.0,42.13,,,,,
1750308456.324,2025-06-18 23:47:36.324,0.0,0.0,0.0,44.21,,,,,
1750308456.3382201,2025-06-18 23:47:36.338,0.0,0.0,0.0,44.99,,,,,
1750308456.35233,2025-06-18 23:47:36.352,0.0,0.0,0.0,43.03,,,,,
1750308456.3662772,2025-06-18 23:47:36.366,0.0,0.0,0.0,46.0,30.0,35.0,655.35,443.0,83.92
1750308456.379207,2025-06-18 23:47:36.379,0.0,0.0,0.0,43.67,,,,,
1750308456.3920882,2025-06-18 23:47:36.392,0.0,0.0,0.0,44.47,,,,,
1750308456.4059021,2025-06-18 23:47:36.405,0.0,0.0,0.0,44.95,,,,,
1750308456.420007,2025-06-18 23:47:36.420,0.0,0.0,0.0,46.14,,,,,
1750308456.433681,2025-06-18 23:47:36.433,0.0,0.0,0.0,42.22,,,,,
1750308456.447862,2025-06-18 23:47:36.447,0.0,0.0,0.0,46.17,,,,,
1750308456.472538,2025-06-18 23:47:36.472,0.0,0.0,0.0,43.29,31.0,36.0,655.35,438.0,84.33
1750308456.486408,2025-06-18 23:47:36.486,0.0,0.0,0.0,44.61,,,,,
1750308456.5002759,2025-06-18 23:47:36.500,0.0,0.0,0.0,45.54,,,,,
1750308456.5140858,2025-06-18 23:47:36.514,0.0,0.0,0.0,45.5,,,,,
1750308456.5270998,2025-06-18 23:47:36.527,0.0,0.0,0.0,43.31,,,,,
1750308456.541016,2025-06-18 23:47:36.541,0.0,0.0,0.0,43.59,,,,,
1750308456.5551438,2025-06-18 23:47:36.555,0.0,0.0,0.0,44.54,,,,,
1750308456.569387,2025-06-18 23:47:36.569,0.0,0.0,0.0,43.28,,,,,
1750308456.582307,2025-06-18 23:47:36.582,0.0,0.0,0.0,45.85,32.0,33.0,655.35,447.0,84.39
1750308456.596668,2025-06-18 23:47:36.596,0.0,0.0,0.0,45.08,,,,,
1750308456.609984,2025-06-18 23:47:36.609,0.0,0.0,0.0,45.08,,,,,
1750308456.6241531,2025-06-18 23:47:36.624,0.0,0.0,0.0,45.0,,,,,
1750308456.6386619,2025-06-18 23:47:36.638,0.0,0.0,0.0,45.39,,,,,
1750308456.650372,2025-06-18 23:47:36.650,0.0,0.0,0.0,43.64,,,,,
1750308456.6621718,2025-06-18 23:47:36.662,0.0,0.0,0.0,44.21,,,,,
1750308456.6758342,2025-06-18 23:47:36.675,0.0,0.0,0.0,44.37,,,,,
1750308456.690072,2025-06-18 23:47:36.690,0.0,0.0,0.0,44.42,31.0,36.0,655.35,442.0,84.79
1750308456.7045472,2025-06-18 23:47:36.704,0.0,0.0,0.0,43.7,,,,,
1750308456.716537,2025-06-18 23:47:36.716,0.0,0.0,0.0,45.06,,,,,
1750308456.7288709,2025-06-18 23:47:36.728,0.0,0.0,0.0,43.99,,,,,
1750308456.743498,2025-06-18 23:47:36.743,0.0,0.0,0.0,46.53,,,,,
1750308456.758261,2025-06-18 23:47:36.758,0.0,0.0,0.0,43.13,,,,,
1750308456.7721071,2025-06-18 23:47:36.772,0.0,0.0,0.0,45.53,,,,,
1750308456.7861671,2025-06-18 23:47:36.786,0.0,0.0,0.0,46.6,,,,,
1750308456.8004322,2025-06-18 23:47:36.800,0.0,0.0,0.0,45.64,29.0,35.0,655.35,437.0,84.38
1750308456.814718,2025-06-18 23:47:36.814,0.0,0.0,0.0,44.46,,,,,
1750308456.826706,2025-06-18 23:47:36.826,0.0,0.0,0.0,45.01,,,,,
1750308456.841164,2025-06-18 23:47:36.841,0.0,0.0,0.0,44.84,,,,,
1750308456.856321,2025-06-18 23:47:36.856,0.0,0.0,0.0,44.88,,,,,
1750308456.8830569,2025-06-18 23:47:36.883,0.0,0.0,0.0,46.39,,,,,
1750308456.8970082,2025-06-18 23:47:36.897,0.0,0.0,0.0,44.21,,,,,
1750308456.9095051,2025-06-18 23:47:36.909,0.0,0.0,0.0,44.980000000000004,32.0,34.0,655.35,439.0,84.44
1750308456.9234922,2025-06-18 23:47:36.923,0.0,0.0,0.0,46.71,,,,,
1750308456.93754,2025-06-18 23:47:36.937,0.0,0.0,0.0,44.58,,,,,
1750308456.951967,2025-06-18 23:47:36.951,0.0,0.0,0.0,44.800000000000004,,,,,
1750308456.966026,2025-06-18 23:47:36.966,0.0,0.0,0.0,46.35,,,,,
1750308456.978763,2025-06-18 23:47:36.978,0.0,0.0,0.0,45.17,,,,,
1750308456.992222,2025-06-18 23:47:36.992,0.0,0.0,0.0,44.37,,,,,
1750308457.007138,2025-06-18 23:47:37.007,0.0,0.0,0.0,43.14,,,,,
1750308457.021951,2025-06-18 23:47:37.021,0.0,0.0,0.0,43.050000000000004,29.0,35.0,655.35,438.0,84.47
1750308457.034017,2025-06-18 23:47:37.034,0.0,0.0,0.0,43.58,,,,,
1750308457.048227,2025-06-18 23:47:37.048,0.0,0.0,0.0,43.15,,,,,
1750308457.0608451,2025-06-18 23:47:37.060,0.0,0.0,0.0,43.12,,,,,
1750308457.074584,2025-06-18 23:47:37.074,0.0,0.0,0.0,46.35,,,,,
1750308457.088323,2025-06-18 23:47:37.088,0.0,0.0,0.0,44.08,,,,,
1750308457.100897,2025-06-18 23:47:37.100,0.0,0.0,0.0,43.69,,,,,
1750308457.114723,2025-06-18 23:47:37.114,0.0,0.0,0.0,44.15,,,,,
1750308457.1286101,2025-06-18 23:47:37.128,0.0,0.0,0.0,44.02,30.0,34.0,655.35,444.0,84.76
1750308457.142314,2025-06-18 23:47:37.142,0.0,0.0,0.0,46.230000000000004,,,,,
1750308457.15646,2025-06-18 23:47:37.156,0.0,0.0,0.0,43.95,,,,,
1750308457.1705458,2025-06-18 23:47:37.170,0.0,0.0,0.0,46.36,,,,,
1750308457.18447,2025-06-18 23:47:37.184,0.0,0.0,0.0,45.57,,,,,
1750308457.196446,2025-06-18 23:47:37.196,0.0,0.0,0.0,43.54,,,,,
1750308457.2094688,2025-06-18 23:47:37.209,0.0,0.0,0.0,47.14,,,,,
1750308457.223367,2025-06-18 23:47:37.223,0.0,0.0,0.0,46.15,,,,,
1750308457.2358341,2025-06-18 23:47:37.235,0.0,0.0,0.0,43.64,29.0,35.0,655.35,443.0,83.44
1750308457.249752,2025-06-18 23:47:37.249,0.0,0.0,0.0,44.46,,,,,
1750308457.263564,2025-06-18 23:47:37.263,0.0,0.0,0.0,46.96,,,,,
1750308457.275926,2025-06-18 23:47:37.275,0.0,0.0,0.0,45.69,,,,,
1750308457.2897658,2025-06-18 23:47:37.289,0.0,0.0,0.0,46.84,,,,,
1750308457.303614,2025-06-18 23:47:37.303,0.0,0.0,0.0,46.13,,,,,
1750308457.3174489,2025-06-18 23:47:37.317,0.0,0.0,0.0,45.300000000000004,,,,,
1750308457.331306,2025-06-18 23:47:37.331,0.0,0.0,0.0,45.660000000000004,,,,,
1750308457.345139,2025-06-18 23:47:37.345,0.0,0.0,0.0,43.47,29.0,35.0,655.35,440.0,84.03
1750308457.357746,2025-06-18 23:47:37.357,0.0,0.0,0.0,47.31,,,,,
