timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed
1750308034.103143,2025-06-18 23:40:34.103,0.0,0.0,0.0,33.08
1750308034.116535,2025-06-18 23:40:34.116,0.0,0.0,0.0,31.36
1750308034.1302688,2025-06-18 23:40:34.130,0.0,0.0,0.0,34.35
1750308034.143931,2025-06-18 23:40:34.143,0.0,0.0,0.0,33.32
1750308034.157852,2025-06-18 23:40:34.157,0.0,0.0,0.0,34.9
1750308034.1716428,2025-06-18 23:40:34.171,0.0,0.0,0.0,31.82
1750308034.184909,2025-06-18 23:40:34.184,0.0,0.0,0.0,31.44
1750308034.1986759,2025-06-18 23:40:34.198,0.0,0.0,0.0,35.050000000000004
1750308034.2104561,2025-06-18 23:40:34.210,0.0,0.0,0.0,34.0
1750308034.224261,2025-06-18 23:40:34.224,0.0,0.0,0.0,32.15
1750308034.2380428,2025-06-18 23:40:34.238,0.0,0.0,0.0,31.95
1750308034.250531,2025-06-18 23:40:34.250,0.0,0.0,0.0,31.57
1750308034.264302,2025-06-18 23:40:34.264,0.0,0.0,0.0,34.18
1750308034.2790132,2025-06-18 23:40:34.279,0.0,0.0,0.0,33.06
1750308034.291022,2025-06-18 23:40:34.291,0.0,0.0,0.0,31.75
1750308034.3028312,2025-06-18 23:40:34.302,0.0,0.0,0.0,33.55
1750308034.3153129,2025-06-18 23:40:34.315,0.0,0.0,0.0,34.08
1750308034.329095,2025-06-18 23:40:34.329,0.0,0.0,0.0,32.62
1750308034.342911,2025-06-18 23:40:34.342,0.0,0.0,0.0,31.61
1750308034.354528,2025-06-18 23:40:34.354,0.0,0.0,0.0,32.39
1750308034.368277,2025-06-18 23:40:34.368,0.0,0.0,0.0,33.63
1750308034.382134,2025-06-18 23:40:34.382,0.0,0.0,0.0,33.51
1750308034.395954,2025-06-18 23:40:34.395,0.0,0.0,0.0,34.93
1750308034.4098501,2025-06-18 23:40:34.409,0.0,0.0,0.0,32.980000000000004
1750308034.4237719,2025-06-18 23:40:34.423,0.0,0.0,0.0,32.18
1750308034.4375548,2025-06-18 23:40:34.437,0.0,0.0,0.0,34.57
1750308034.4513311,2025-06-18 23:40:34.451,0.0,0.0,0.0,34.44
1750308034.4651031,2025-06-18 23:40:34.465,0.0,0.0,0.0,32.55
1750308034.479009,2025-06-18 23:40:34.479,0.0,0.0,0.0,34.42
1750308034.4934762,2025-06-18 23:40:34.493,0.0,0.0,0.0,34.71
1750308034.505745,2025-06-18 23:40:34.505,0.0,0.0,0.0,33.05
1750308034.51844,2025-06-18 23:40:34.518,0.0,0.0,0.0,35.22
1750308034.5310102,2025-06-18 23:40:34.531,0.0,0.0,0.0,35.04
1750308034.5449018,2025-06-18 23:40:34.544,0.0,0.0,0.0,35.47
1750308034.5564318,2025-06-18 23:40:34.556,0.0,0.0,0.0,33.46
1750308034.568254,2025-06-18 23:40:34.568,0.0,0.0,0.0,35.69
1750308034.582067,2025-06-18 23:40:34.582,0.0,0.0,0.0,34.53
1750308034.595972,2025-06-18 23:40:34.595,0.0,0.0,0.0,33.87
1750308034.608703,2025-06-18 23:40:34.608,0.0,0.0,0.0,32.86
1750308034.6225002,2025-06-18 23:40:34.622,0.0,0.0,0.0,32.61
1750308034.6344352,2025-06-18 23:40:34.634,0.0,0.0,0.0,32.4
1750308034.650259,2025-06-18 23:40:34.650,0.0,0.0,0.0,33.910000000000004
1750308034.664075,2025-06-18 23:40:34.664,0.0,0.0,0.0,34.72
1750308034.677571,2025-06-18 23:40:34.677,0.0,0.0,0.0,32.56
1750308034.691616,2025-06-18 23:40:34.691,0.0,0.0,0.0,34.85
1750308034.705461,2025-06-18 23:40:34.705,0.0,0.0,0.0,34.47
1750308034.7192588,2025-06-18 23:40:34.719,0.0,0.0,0.0,34.5
1750308034.733067,2025-06-18 23:40:34.733,0.0,0.0,0.0,33.5
1750308034.744809,2025-06-18 23:40:34.744,0.0,0.0,0.0,35.17
1750308034.7587469,2025-06-18 23:40:34.758,0.0,0.0,0.0,34.62
1750308034.772664,2025-06-18 23:40:34.772,0.0,0.0,0.0,33.03
1750308034.786635,2025-06-18 23:40:34.786,0.0,0.0,0.0,35.28
1750308034.800608,2025-06-18 23:40:34.800,0.0,0.0,0.0,32.94
1750308034.813633,2025-06-18 23:40:34.813,0.0,0.0,0.0,34.22
1750308034.827586,2025-06-18 23:40:34.827,0.0,0.0,0.0,35.64
1750308034.841399,2025-06-18 23:40:34.841,0.0,0.0,0.0,33.6
1750308034.855175,2025-06-18 23:40:34.855,0.0,0.0,0.0,36.24
1750308034.8689191,2025-06-18 23:40:34.868,0.0,0.0,0.0,32.47
1750308034.882684,2025-06-18 23:40:34.882,0.0,0.0,0.0,35.97
1750308034.896576,2025-06-18 23:40:34.896,0.0,0.0,0.0,32.89
1750308034.9105139,2025-06-18 23:40:34.910,0.0,0.0,0.0,32.99
1750308034.924738,2025-06-18 23:40:34.924,0.0,0.0,0.0,33.910000000000004
1750308034.9374661,2025-06-18 23:40:34.937,0.0,0.0,0.0,34.800000000000004
1750308034.9512808,2025-06-18 23:40:34.951,0.0,0.0,0.0,33.13
1750308034.964233,2025-06-18 23:40:34.964,0.0,0.0,0.0,33.54
1750308034.978071,2025-06-18 23:40:34.978,0.0,0.0,0.0,36.29
1750308034.99041,2025-06-18 23:40:34.990,0.0,0.0,0.0,34.71
1750308035.0043352,2025-06-18 23:40:35.004,0.0,0.0,0.0,35.87
1750308035.0182452,2025-06-18 23:40:35.018,0.0,0.0,0.0,33.34
1750308035.0318751,2025-06-18 23:40:35.031,0.0,0.0,0.0,33.160000000000004
1750308035.0460532,2025-06-18 23:40:35.046,0.0,0.0,0.0,33.89
1750308035.060123,2025-06-18 23:40:35.060,0.0,0.0,0.0,33.86
1750308035.0740118,2025-06-18 23:40:35.074,0.0,0.0,0.0,34.37
1750308035.08784,2025-06-18 23:40:35.087,0.0,0.0,0.0,34.15
1750308035.101645,2025-06-18 23:40:35.101,0.0,0.0,0.0,33.27
1750308035.1154308,2025-06-18 23:40:35.115,0.0,0.0,0.0,33.92
1750308035.1283672,2025-06-18 23:40:35.128,0.0,0.0,0.0,33.34
1750308035.1423712,2025-06-18 23:40:35.142,0.0,0.0,0.0,33.52
1750308035.1550899,2025-06-18 23:40:35.155,0.0,0.0,0.0,33.14
1750308035.168372,2025-06-18 23:40:35.168,0.0,0.0,0.0,35.78
1750308035.182134,2025-06-18 23:40:35.182,0.0,0.0,0.0,33.34
1750308035.194614,2025-06-18 23:40:35.194,0.0,0.0,0.0,36.79
1750308035.208504,2025-06-18 23:40:35.208,0.0,0.0,0.0,35.45
1750308035.221405,2025-06-18 23:40:35.221,0.0,0.0,0.0,37.07
1750308035.235017,2025-06-18 23:40:35.235,0.0,0.0,0.0,33.22
1750308035.24639,2025-06-18 23:40:35.246,0.0,0.0,0.0,36.95
1750308035.260222,2025-06-18 23:40:35.260,0.0,0.0,0.0,37.04
1750308035.274724,2025-06-18 23:40:35.274,0.0,0.0,0.0,36.06
1750308035.286942,2025-06-18 23:40:35.286,0.0,0.0,0.0,33.64
1750308035.300738,2025-06-18 23:40:35.300,0.0,0.0,0.0,34.56
1750308035.313993,2025-06-18 23:40:35.313,0.0,0.0,0.0,35.9
1750308035.3278239,2025-06-18 23:40:35.327,0.0,0.0,0.0,37.06
1750308035.341826,2025-06-18 23:40:35.341,0.0,0.0,0.0,36.68
1750308035.355781,2025-06-18 23:40:35.355,0.0,0.0,0.0,33.72
1750308035.368417,2025-06-18 23:40:35.368,0.0,0.0,0.0,35.49
1750308035.3821912,2025-06-18 23:40:35.382,0.0,0.0,0.0,34.38
1750308035.3945448,2025-06-18 23:40:35.394,0.0,0.0,0.0,34.7
1750308035.407831,2025-06-18 23:40:35.407,0.0,0.0,0.0,33.51
1750308035.419132,2025-06-18 23:40:35.419,0.0,0.0,0.0,35.57
1750308035.4329212,2025-06-18 23:40:35.432,0.0,0.0,0.0,34.46
1750308035.446729,2025-06-18 23:40:35.446,0.0,0.0,0.0,36.410000000000004
1750308035.4590669,2025-06-18 23:40:35.459,0.0,0.0,0.0,35.22
1750308035.472878,2025-06-18 23:40:35.472,0.0,0.0,0.0,36.89
1750308035.486638,2025-06-18 23:40:35.486,0.0,0.0,0.0,34.06
1750308035.5004191,2025-06-18 23:40:35.500,0.0,0.0,0.0,34.17
1750308035.512487,2025-06-18 23:40:35.512,0.0,0.0,0.0,37.07
1750308035.5262249,2025-06-18 23:40:35.526,0.0,0.0,0.0,37.29
1750308035.538647,2025-06-18 23:40:35.538,0.0,0.0,0.0,37.56
1750308035.552433,2025-06-18 23:40:35.552,0.0,0.0,0.0,34.63
1750308035.5638149,2025-06-18 23:40:35.563,0.0,0.0,0.0,34.87
1750308035.577041,2025-06-18 23:40:35.577,0.0,0.0,0.0,34.82
1750308035.589484,2025-06-18 23:40:35.589,0.0,0.0,0.0,34.65
1750308035.603282,2025-06-18 23:40:35.603,0.0,0.0,0.0,33.93
1750308035.6170619,2025-06-18 23:40:35.617,0.0,0.0,0.0,34.19
1750308035.629738,2025-06-18 23:40:35.629,0.0,0.0,0.0,37.17
1750308035.642356,2025-06-18 23:40:35.642,0.0,0.0,0.0,34.64
1750308035.6619031,2025-06-18 23:40:35.661,0.0,0.0,0.0,37.4
1750308035.6758971,2025-06-18 23:40:35.675,0.0,0.0,0.0,37.4
1750308035.689787,2025-06-18 23:40:35.689,0.0,0.0,0.0,37.28
1750308035.703608,2025-06-18 23:40:35.703,0.0,0.0,0.0,34.29
1750308035.715737,2025-06-18 23:40:35.715,0.0,0.0,0.0,37.71
1750308035.728723,2025-06-18 23:40:35.728,0.0,0.0,0.0,34.660000000000004
1750308035.740321,2025-06-18 23:40:35.740,0.0,0.0,0.0,37.57
1750308035.754109,2025-06-18 23:40:35.754,0.0,0.0,0.0,36.07
1750308035.766283,2025-06-18 23:40:35.766,0.0,0.0,0.0,35.72
1750308035.7800992,2025-06-18 23:40:35.780,0.0,0.0,0.0,36.980000000000004
1750308035.791501,2025-06-18 23:40:35.791,0.0,0.0,0.0,34.33
1750308035.805252,2025-06-18 23:40:35.805,0.0,0.0,0.0,35.980000000000004
1750308035.817564,2025-06-18 23:40:35.817,0.0,0.0,0.0,35.39
1750308035.829049,2025-06-18 23:40:35.829,0.0,0.0,0.0,35.27
1750308035.8428211,2025-06-18 23:40:35.842,0.0,0.0,0.0,37.89
1750308035.856579,2025-06-18 23:40:35.856,0.0,0.0,0.0,37.89
1750308035.868671,2025-06-18 23:40:35.868,0.0,0.0,0.0,36.35
1750308035.880439,2025-06-18 23:40:35.880,0.0,0.0,0.0,37.51
1750308035.894194,2025-06-18 23:40:35.894,0.0,0.0,0.0,36.88
1750308035.908,2025-06-18 23:40:35.908,0.0,0.0,0.0,35.800000000000004
1750308035.919871,2025-06-18 23:40:35.919,0.0,0.0,0.0,37.43
1750308035.933663,2025-06-18 23:40:35.933,0.0,0.0,0.0,35.53
1750308035.945937,2025-06-18 23:40:35.945,0.0,0.0,0.0,37.35
1750308035.959729,2025-06-18 23:40:35.959,0.0,0.0,0.0,35.59
1750308035.973513,2025-06-18 23:40:35.973,0.0,0.0,0.0,35.56
1750308035.987315,2025-06-18 23:40:35.987,0.0,0.0,0.0,38.43
1750308036.0010612,2025-06-18 23:40:36.001,0.0,0.0,0.0,36.96
1750308036.014816,2025-06-18 23:40:36.014,0.0,0.0,0.0,38.29
1750308036.027096,2025-06-18 23:40:36.027,0.0,0.0,0.0,34.82
1750308036.040896,2025-06-18 23:40:36.040,0.0,0.0,0.0,34.86
1750308036.0532842,2025-06-18 23:40:36.053,0.0,0.0,0.0,37.550000000000004
1750308036.0671082,2025-06-18 23:40:36.067,0.0,0.0,0.0,37.14
1750308036.079725,2025-06-18 23:40:36.079,0.0,0.0,0.0,37.12
1750308036.093587,2025-06-18 23:40:36.093,0.0,0.0,0.0,37.34
1750308036.107411,2025-06-18 23:40:36.107,0.0,0.0,0.0,35.14
1750308036.121213,2025-06-18 23:40:36.121,0.0,0.0,0.0,36.85
1750308036.133646,2025-06-18 23:40:36.133,0.0,0.0,0.0,37.22
1750308036.1464782,2025-06-18 23:40:36.146,0.0,0.0,0.0,37.08
1750308036.1603131,2025-06-18 23:40:36.160,0.0,0.0,0.0,38.02
1750308036.174838,2025-06-18 23:40:36.174,0.0,0.0,0.0,37.99
1750308036.1887748,2025-06-18 23:40:36.188,0.0,0.0,0.0,35.07
1750308036.2016609,2025-06-18 23:40:36.201,0.0,0.0,0.0,37.800000000000004
1750308036.2154398,2025-06-18 23:40:36.215,0.0,0.0,0.0,37.21
1750308036.229378,2025-06-18 23:40:36.229,0.0,0.0,0.0,39.02
1750308036.241958,2025-06-18 23:40:36.241,0.0,0.0,0.0,36.57
1750308036.2558742,2025-06-18 23:40:36.255,0.0,0.0,0.0,38.29
1750308036.269782,2025-06-18 23:40:36.269,0.0,0.0,0.0,37.75
1750308036.283678,2025-06-18 23:40:36.283,0.0,0.0,0.0,38.94
1750308036.2949739,2025-06-18 23:40:36.294,0.0,0.0,0.0,35.72
1750308036.307379,2025-06-18 23:40:36.307,0.0,0.0,0.0,37.08
1750308036.321175,2025-06-18 23:40:36.321,0.0,0.0,0.0,38.65
1750308036.3349602,2025-06-18 23:40:36.334,0.0,0.0,0.0,35.68
1750308036.347401,2025-06-18 23:40:36.347,0.0,0.0,0.0,35.43
1750308036.35954,2025-06-18 23:40:36.359,0.0,0.0,0.0,39.25
1750308036.373315,2025-06-18 23:40:36.373,0.0,0.0,0.0,37.36
1750308036.38711,2025-06-18 23:40:36.387,0.0,0.0,0.0,35.89
1750308036.400863,2025-06-18 23:40:36.400,0.0,0.0,0.0,37.03
1750308036.4146812,2025-06-18 23:40:36.414,0.0,0.0,0.0,37.08
1750308036.4276931,2025-06-18 23:40:36.427,0.0,0.0,0.0,39.17
1750308036.4416268,2025-06-18 23:40:36.441,0.0,0.0,0.0,36.45
1750308036.45556,2025-06-18 23:40:36.455,0.0,0.0,0.0,37.050000000000004
1750308036.4694872,2025-06-18 23:40:36.469,0.0,0.0,0.0,37.57
1750308036.48337,2025-06-18 23:40:36.483,0.0,0.0,0.0,36.63
1750308036.4971452,2025-06-18 23:40:36.497,0.0,0.0,0.0,36.06
1750308036.510904,2025-06-18 23:40:36.510,0.0,0.0,0.0,36.53
1750308036.524698,2025-06-18 23:40:36.524,0.0,0.0,0.0,37.51
1750308036.538608,2025-06-18 23:40:36.538,0.0,0.0,0.0,37.4
1750308036.552542,2025-06-18 23:40:36.552,0.0,0.0,0.0,38.730000000000004
1750308036.563881,2025-06-18 23:40:36.563,0.0,0.0,0.0,35.730000000000004
1750308036.577721,2025-06-18 23:40:36.577,0.0,0.0,0.0,36.0
1750308036.592179,2025-06-18 23:40:36.592,0.0,0.0,0.0,36.08
1750308036.606146,2025-06-18 23:40:36.606,0.0,0.0,0.0,39.28
1750308036.617911,2025-06-18 23:40:36.617,0.0,0.0,0.0,39.31
1750308036.630013,2025-06-18 23:40:36.630,0.0,0.0,0.0,37.97
1750308036.6417658,2025-06-18 23:40:36.641,0.0,0.0,0.0,38.71
1750308036.655342,2025-06-18 23:40:36.655,0.0,0.0,0.0,37.34
1750308036.6740239,2025-06-18 23:40:36.674,0.0,0.0,0.0,37.17
1750308036.687487,2025-06-18 23:40:36.687,0.0,0.0,0.0,37.79
1750308036.7012532,2025-06-18 23:40:36.701,0.0,0.0,0.0,36.51
1750308036.7140548,2025-06-18 23:40:36.714,0.0,0.0,0.0,38.24
1750308036.7276642,2025-06-18 23:40:36.727,0.0,0.0,0.0,38.02
1750308036.741602,2025-06-18 23:40:36.741,0.0,0.0,0.0,38.15
1750308036.754282,2025-06-18 23:40:36.754,0.0,0.0,0.0,37.660000000000004
1750308036.768128,2025-06-18 23:40:36.768,0.0,0.0,0.0,38.7
1750308036.7805812,2025-06-18 23:40:36.780,0.0,0.0,0.0,38.86
1750308036.794374,2025-06-18 23:40:36.794,0.0,0.0,0.0,37.25
1750308036.808307,2025-06-18 23:40:36.808,0.0,0.0,0.0,38.07
1750308036.822165,2025-06-18 23:40:36.822,0.0,0.0,0.0,38.56
1750308036.835571,2025-06-18 23:40:36.835,0.0,0.0,0.0,38.730000000000004
1750308036.84942,2025-06-18 23:40:36.849,0.0,0.0,0.0,37.09
1750308036.8631942,2025-06-18 23:40:36.863,0.0,0.0,0.0,39.480000000000004
1750308036.8745432,2025-06-18 23:40:36.874,0.0,0.0,0.0,37.33
1750308036.887329,2025-06-18 23:40:36.887,0.0,0.0,0.0,39.32
1750308036.901011,2025-06-18 23:40:36.901,0.0,0.0,0.0,39.53
1750308036.913114,2025-06-18 23:40:36.913,0.0,0.0,0.0,38.24
1750308036.927117,2025-06-18 23:40:36.927,0.0,0.0,0.0,40.17
1750308036.94083,2025-06-18 23:40:36.940,0.0,0.0,0.0,38.6
1750308036.9546309,2025-06-18 23:40:36.954,0.0,0.0,0.0,39.93
1750308036.967869,2025-06-18 23:40:36.967,0.0,0.0,0.0,39.97
1750308036.980648,2025-06-18 23:40:36.980,0.0,0.0,0.0,39.1
1750308036.993099,2025-06-18 23:40:36.993,0.0,0.0,0.0,36.730000000000004
1750308037.005564,2025-06-18 23:40:37.005,0.0,0.0,0.0,39.44
1750308037.0193331,2025-06-18 23:40:37.019,0.0,0.0,0.0,36.71
1750308037.033105,2025-06-18 23:40:37.033,0.0,0.0,0.0,39.15
1750308037.044915,2025-06-18 23:40:37.044,0.0,0.0,0.0,39.59
1750308037.0586822,2025-06-18 23:40:37.058,0.0,0.0,0.0,37.76
1750308037.072486,2025-06-18 23:40:37.072,0.0,0.0,0.0,40.46
1750308037.086262,2025-06-18 23:40:37.086,0.0,0.0,0.0,40.550000000000004
1750308037.1000059,2025-06-18 23:40:37.100,0.0,0.0,0.0,37.550000000000004
1750308037.112612,2025-06-18 23:40:37.112,0.0,0.0,0.0,39.27
1750308037.126406,2025-06-18 23:40:37.126,0.0,0.0,0.0,40.01
1750308037.140178,2025-06-18 23:40:37.140,0.0,0.0,0.0,40.68
1750308037.1539578,2025-06-18 23:40:37.153,0.0,0.0,0.0,38.68
1750308037.167725,2025-06-18 23:40:37.167,0.0,0.0,0.0,38.36
1750308037.180227,2025-06-18 23:40:37.180,0.0,0.0,0.0,37.57
1750308037.193969,2025-06-18 23:40:37.193,0.0,0.0,0.0,39.13
1750308037.207747,2025-06-18 23:40:37.207,0.0,0.0,0.0,39.19
1750308037.221549,2025-06-18 23:40:37.221,0.0,0.0,0.0,38.730000000000004
1750308037.235349,2025-06-18 23:40:37.235,0.0,0.0,0.0,37.97
1750308037.246909,2025-06-18 23:40:37.246,0.0,0.0,0.0,39.980000000000004
1750308037.260791,2025-06-18 23:40:37.260,0.0,0.0,0.0,40.57
1750308037.2746618,2025-06-18 23:40:37.274,0.0,0.0,0.0,40.4
1750308037.2885041,2025-06-18 23:40:37.288,0.0,0.0,0.0,40.92
1750308037.30234,2025-06-18 23:40:37.302,0.0,0.0,0.0,37.03
1750308037.31516,2025-06-18 23:40:37.315,0.0,0.0,0.0,39.21
1750308037.329278,2025-06-18 23:40:37.329,0.0,0.0,0.0,38.35
1750308037.3426812,2025-06-18 23:40:37.342,0.0,0.0,0.0,37.910000000000004
1750308037.356642,2025-06-18 23:40:37.356,0.0,0.0,0.0,39.45
1750308037.3682308,2025-06-18 23:40:37.368,0.0,0.0,0.0,38.19
1750308037.380697,2025-06-18 23:40:37.380,0.0,0.0,0.0,37.94
1750308037.393306,2025-06-18 23:40:37.393,0.0,0.0,0.0,39.03
1750308037.407237,2025-06-18 23:40:37.407,0.0,0.0,0.0,40.86
1750308037.420553,2025-06-18 23:40:37.420,0.0,0.0,0.0,38.6
1750308037.4323452,2025-06-18 23:40:37.432,0.0,0.0,0.0,38.800000000000004
1750308037.446184,2025-06-18 23:40:37.446,0.0,0.0,0.0,40.45
1750308037.4581099,2025-06-18 23:40:37.458,0.0,0.0,0.0,39.03
1750308037.471887,2025-06-18 23:40:37.471,0.0,0.0,0.0,37.5
1750308037.483808,2025-06-18 23:40:37.483,0.0,0.0,0.0,40.62
1750308037.497165,2025-06-18 23:40:37.497,0.0,0.0,0.0,39.25
1750308037.5095391,2025-06-18 23:40:37.509,0.0,0.0,0.0,40.03
1750308037.523322,2025-06-18 23:40:37.523,0.0,0.0,0.0,40.63
1750308037.535559,2025-06-18 23:40:37.535,0.0,0.0,0.0,40.65
1750308037.54811,2025-06-18 23:40:37.548,0.0,0.0,0.0,41.300000000000004
1750308037.56186,2025-06-18 23:40:37.561,0.0,0.0,0.0,40.69
1750308037.574157,2025-06-18 23:40:37.574,0.0,0.0,0.0,38.01
1750308037.58789,2025-06-18 23:40:37.587,0.0,0.0,0.0,41.07
1750308037.601641,2025-06-18 23:40:37.601,0.0,0.0,0.0,37.85
1750308037.615394,2025-06-18 23:40:37.615,0.0,0.0,0.0,41.53
1750308037.629157,2025-06-18 23:40:37.629,0.0,0.0,0.0,39.480000000000004
1750308037.642994,2025-06-18 23:40:37.642,0.0,0.0,0.0,37.93
1750308037.6554081,2025-06-18 23:40:37.655,0.0,0.0,0.0,38.95
1750308037.669197,2025-06-18 23:40:37.669,0.0,0.0,0.0,38.11
1750308037.6893928,2025-06-18 23:40:37.689,0.0,0.0,0.0,38.2
1750308037.703188,2025-06-18 23:40:37.703,0.0,0.0,0.0,38.410000000000004
1750308037.716934,2025-06-18 23:40:37.716,0.0,0.0,0.0,38.97
1750308037.729634,2025-06-18 23:40:37.729,0.0,0.0,0.0,40.410000000000004
1750308037.742391,2025-06-18 23:40:37.742,0.0,0.0,0.0,40.7
1750308037.756164,2025-06-18 23:40:37.756,0.0,0.0,0.0,39.53
1750308037.7699609,2025-06-18 23:40:37.769,0.0,0.0,0.0,38.97
1750308037.783767,2025-06-18 23:40:37.783,0.0,0.0,0.0,41.47
1750308037.796119,2025-06-18 23:40:37.796,0.0,0.0,0.0,40.78
1750308037.809921,2025-06-18 23:40:37.809,0.0,0.0,0.0,39.85
1750308037.823731,2025-06-18 23:40:37.823,0.0,0.0,0.0,40.35
1750308037.83759,2025-06-18 23:40:37.837,0.0,0.0,0.0,38.230000000000004
1750308037.849208,2025-06-18 23:40:37.849,0.0,0.0,0.0,41.13
1750308037.863039,2025-06-18 23:40:37.863,0.0,0.0,0.0,40.78
1750308037.87688,2025-06-18 23:40:37.876,0.0,0.0,0.0,39.96
1750308037.888309,2025-06-18 23:40:37.888,0.0,0.0,0.0,39.69
1750308037.902127,2025-06-18 23:40:37.902,0.0,0.0,0.0,41.56
1750308037.9159539,2025-06-18 23:40:37.915,0.0,0.0,0.0,41.68
1750308037.929775,2025-06-18 23:40:37.929,0.0,0.0,0.0,42.1
1750308037.943543,2025-06-18 23:40:37.943,0.0,0.0,0.0,38.88
1750308037.954939,2025-06-18 23:40:37.954,0.0,0.0,0.0,41.88
1750308037.9687412,2025-06-18 23:40:37.968,0.0,0.0,0.0,39.59
